customer_id,company_name,industry,region,country,city,signup_date,account_owner,status,email,phone,employee_count,annual_revenue_usd,notes,account_tier
CUST-300,Hughes Inc,Media & Entertainment,EMEA,Germany,East Brandyland,2023-09-04,Gabrielle Davis,active,olsonkaren@stone.net,+1-985-470-2129x0649,10,1165153,,Bronze
CUST-301,Brennan LLC,Transportation,APAC,Australia,South Kathleen,2024-01-13,Dylan Miller,active,shawndavis@flores.com,001-923-951-4487x786,10,1354174,Reflect another lose card learn budget.,Bronze
CUST-302,Allen-Jones,Education,EMEA,Netherlands,Cruzport,2023-11-23,Lisa Jackson,trial,justin64@carroll-gutierrez.com,(752)767-1409,100,18392243,Something resource rest else military effort beyond talk.,Silver
CUST-303,Jones Group,Non-Profit,NA,Canada,Adamchester,2022-11-24,Lisa Jackson,suspended,lopezhannah@hernandez.com,6529195052,250,59044009,Possible point only piece late analysis.,Gold
CUST-304,"Hernandez, Brown and Lara",Financial Services,NA,United States,New Shelly,2023-01-31,Lisa Hensley,active,grantlawrence@lynn.com,726-881-5402,50,5201547,,Gold
CUST-305,"Cabrera, Watkins and Wagner",Legal,NA,Canada,Carolview,2023-08-08,Connie Lawrence,active,plopez@baker-hamilton.com,8608573822,100,23625736,,Silver
CUST-306,"Weaver, Powell and Rodgers",Real Estate,NA,United States,Kaylaburgh,2022-12-09,Allison Hill,active,johnboone@hoffman.biz,9753251089,100,22713877,,Platinum
CUST-307,Robinson-Hughes,Real Estate,NA,Canada,Shawport,2023-12-28,Dylan Miller,active,nelliott@cook-boyd.info,702-874-8434x91558,50,8179669,,Silver
CUST-308,"Pierce, Olson and Middleton",Retail,NA,United States,Leahfurt,2023-01-12,Dylan Miller,active,denise42@burns.info,934.956.0798,10,1290739,,Bronze
CUST-309,Becker Group,Energy,EMEA,Netherlands,Marcview,2023-12-15,Jamie Arnold,active,yolanda49@price-morales.com,344-958-7180x463,10,2117692,,Bronze
CUST-310,"Nelson, Martin and Graham",Media & Entertainment,EMEA,Sweden,Douglasland,2023-08-26,Gina Moore,active,don37@lewis.com,612-424-6801,10,2211120,Popular argue job old environmental visit arrive.,Bronze
CUST-311,"Colon, Bowen and Jones",Healthcare,APAC,India,North Nicholasland,2023-02-25,Gina Moore,active,gpowell@johnston.org,475.414.0596,50,12448640,Interesting education institution president moment fast.,Bronze
CUST-312,Conway-Dunn,Energy,EMEA,Italy,East Christopher,2023-05-26,Cristian Santos,trial,franklatasha@smith.com,+1-796-982-4467x2493,100,10821687,,Bronze
CUST-313,"Fisher, Fuentes and Drake",Real Estate,APAC,Australia,North Christina,2024-01-05,Ryan Munoz,active,samantha28@ferguson.biz,001-989-797-9952x752,100,10862415,At move among example try ability.,Silver
CUST-314,"Brady, Hernandez and Johnson",Media & Entertainment,NA,Mexico,South Michellechester,2022-09-06,Cristian Santos,active,hjensen@russell.biz,+1-364-356-6744x92217,500,124361329,,Gold
CUST-315,Best-Rivera,Legal,NA,United States,West Sharon,2023-04-26,Gabrielle Davis,suspended,moorejohn@medina.biz,001-762-505-5079x14761,50,5208458,,Bronze
CUST-316,Gray Ltd,Non-Profit,NA,United States,East Peter,2022-09-04,Jamie Arnold,active,pamela01@thomas.com,457.352.6899,50,11958856,,Bronze
CUST-317,Burns PLC,Non-Profit,NA,Mexico,New Richardfort,2022-06-03,Jamie Arnold,trial,karen08@lowe.com,5075209836,10,2452655,,Bronze
CUST-318,"Conner, Shelton and Duke",Manufacturing,EMEA,Netherlands,West John,2023-01-10,Ryan Munoz,trial,brandterika@conway.com,001-615-772-8996x742,50,6744353,,Silver
CUST-319,Gonzalez-Suarez,Retail,EMEA,Spain,Lake Kelsey,2023-10-10,Dylan Miller,churned,bkim@oconnor-anderson.com,+1-895-669-4607x881,250,21952574,Successful six third.,Bronze
CUST-320,Mcdowell PLC,Media & Entertainment,APAC,Japan,Sandrahaven,2023-08-26,Cristian Santos,active,tammy84@preston-green.com,001-293-436-3930,10,1970606,,Bronze
CUST-321,"Tucker, Aguilar and Johnson",Retail,NA,Canada,Port Austin,2022-09-04,Connie Lawrence,churned,kennethmiller@jenkins.com,(830)413-8722x885,10,1929664,Success agree front court learn talk.,Bronze
CUST-322,"Thompson, Lopez and Vaughan",Healthcare,EMEA,Italy,North Tylertown,2023-01-26,Brian Ramirez,active,whitejerome@mahoney.com,001-404-221-2036x78572,250,20046167,Into own raise wonder outside.,Gold
CUST-323,Barron and Sons,Non-Profit,EMEA,Spain,Sandraberg,2023-08-30,Michele Williams,active,chelsea86@hughes.com,5075942650,50,5025047,,Bronze
CUST-324,"Banks, Randall and Buchanan",Healthcare,NA,United States,South Jenniferville,2023-06-28,Ryan Munoz,active,aliciasutton@soto-graves.com,(467)391-1243,10,1424854,Cut back easy hot voice story hear.,Gold
CUST-325,Bell-Rodriguez,Legal,EMEA,Sweden,New Heatherfort,2022-10-15,Allison Hill,active,mcculloughmaurice@smith.biz,590.803.0747x944,10,1701864,,Bronze
CUST-326,Thompson LLC,Financial Services,NA,Canada,Perkinston,2023-01-05,Dylan Miller,active,sarahgarcia@carlson.com,461.416.5867x037,500,92366461,,Gold
CUST-327,Harris-Rasmussen,Energy,NA,United States,Victoriaport,2022-10-22,Michele Williams,active,christinasmith@warren.com,+1-871-756-2500,250,34940264,,Bronze
CUST-328,"Williams, Lucas and Henry",Energy,NA,Canada,Lake Mariaport,2022-08-26,Allison Hill,active,elizabeth14@franklin.com,605.599.4835x5176,100,18329082,,Silver
CUST-329,Green and Sons,Transportation,EMEA,France,Carolchester,2022-12-28,Noah Rhodes,active,irwinlogan@harris.com,001-396-590-1237x09833,10,1465976,,Bronze
CUST-330,"Vazquez, Alexander and Jensen",Energy,EMEA,Germany,Lake Tinastad,2023-10-20,Holly Wood,active,christopherclark@hamilton-shaw.com,(729)643-5028x44362,50,9048403,,Silver
CUST-331,"Hudson, Reese and Lewis",Energy,NA,Canada,North Nicoleville,2023-04-21,Connie Lawrence,active,johnmunoz@kim-fowler.info,771-350-4101x1225,50,8644027,,Bronze
CUST-332,Wright-Brooks,Technology,APAC,Australia,Erichaven,2022-06-18,Noah Rhodes,active,douglassimon@payne.com,(685)548-4782x57688,50,4338528,,Gold
CUST-333,Brown Inc,Media & Entertainment,NA,Canada,West John,2023-10-27,Derek Zuniga,churned,qwhite@meyer.org,001-366-382-2601x07744,250,23503182,,Bronze
CUST-334,Craig-Miller,Manufacturing,NA,United States,Ruizburgh,2023-04-14,Monica Herrera,active,simmonshunter@west.com,+1-299-703-7182x1921,1000,106414112,,Platinum
CUST-335,"Benson, Wolf and Henson",Media & Entertainment,EMEA,Sweden,New Clinton,2022-08-07,Noah Rhodes,active,christopherflowers@mendoza.info,+1-225-984-0840x4299,250,55974894,Question senior our realize board staff.,Bronze
CUST-336,Allen Ltd,Technology,APAC,Australia,West Jeanettemouth,2023-09-08,Connie Lawrence,active,sandraalexander@lozano.com,519-970-1746x57872,50,10304394,Buy body certain candidate might morning.,Platinum
CUST-337,"Galvan, Parker and Johnson",Education,EMEA,Italy,East Ambermouth,2022-06-12,Gabrielle Davis,active,karen95@trevino.com,(728)719-4484x5916,100,21310780,Culture one memory generation so.,Bronze
CUST-338,Moore-Moore,Technology,NA,Canada,West Kimberly,2022-09-29,Holly Wood,active,ckelley@francis.org,547.894.6498x92882,50,7649258,Ten detail least themselves agreement go.,Silver
CUST-339,Foster LLC,Transportation,EMEA,Spain,Ruizshire,2022-08-18,Lisa Jackson,active,harrisdaniel@lewis.org,236-737-3009x629,50,8246685,Remain husband left I position question.,Silver
CUST-340,Ryan and Sons,Healthcare,NA,United States,West Devinbury,2024-01-09,Noah Rhodes,churned,rogerskiara@mccormick-elliott.com,407-832-6592x53322,10,1665002,,Silver
CUST-341,Fisher-Williams,Financial Services,NA,United States,Thomasfort,2023-09-27,Noah Rhodes,active,pattonyvonne@le-waller.com,001-734-881-0439x497,10,2432581,,Bronze
CUST-342,"Hudson, Jimenez and Smith",Manufacturing,APAC,Hong Kong,Williamsside,2023-08-04,Gabrielle Davis,active,bernardnathaniel@wright-hale.com,(940)826-7249x9667,50,10122447,,Bronze
CUST-343,Bradley-Sullivan,Technology,EMEA,United Kingdom,Port Tylerhaven,2023-10-28,Noah Rhodes,churned,allen63@bennett.com,261.420.3264,10,2167374,,Silver
CUST-344,"Dennis, Reilly and Scott",Retail,NA,Canada,Haileyside,2023-03-17,Allison Hill,churned,hbutler@leon.com,001-449-534-7526x28019,50,8701276,,Bronze
CUST-345,Chan Group,Energy,NA,Canada,Harrisburgh,2023-02-04,Abigail Shaffer,active,jamesadams@morrison.com,438-964-0389,1000,249623809,,Gold
CUST-346,"Johnson, Martinez and Walker",Media & Entertainment,EMEA,Sweden,Michaelburgh,2023-02-07,Allison Hill,active,ramosjames@coleman.com,732-848-4145,10,1720626,,Platinum
CUST-347,Morgan and Sons,Non-Profit,NA,Mexico,Autumnchester,2023-06-21,Gina Moore,suspended,johnhiggins@anderson-lee.com,273-609-4572,50,5744152,,Silver
CUST-348,Simmons PLC,Manufacturing,APAC,Japan,New Tanyaside,2023-03-14,Jamie Arnold,active,wsmith@schultz-williamson.net,550.441.4174,500,84179533,,Silver
CUST-349,Jones-Pearson,Legal,EMEA,Spain,Jacksonbury,2022-09-06,Lisa Jackson,active,frankwashington@simpson.com,666.613.1765,250,23180295,Than lot oil allow the.,Platinum
CUST-350,Hawkins-Roberson,Education,EMEA,Germany,Stevensborough,2023-01-29,Monica Herrera,active,mlewis@brown.com,001-720-312-7155,500,73400977,,Bronze
CUST-351,"Williams, Martinez and Anderson",Energy,NA,United States,Leonardtown,2022-12-25,Dylan Miller,active,iellis@walker.com,9372883399,10,979618,,Bronze
CUST-352,Thomas-Obrien,Manufacturing,NA,Mexico,East Michael,2023-06-02,Daniel Wagner,trial,tylermurphy@white.biz,001-537-369-1785,50,7938446,West pass performance then improve.,Silver
CUST-353,Larson-Smith,Education,APAC,Singapore,Matthewberg,2022-07-12,Jamie Arnold,active,brooksvalerie@barrera-perry.com,+1-884-693-2642,10,2008967,,Bronze
CUST-354,"Guzman, Weiss and Vance",Financial Services,NA,Canada,West Dianaside,2023-02-22,Dylan Miller,suspended,michaelmiller@ramirez.com,727.465.5090x8484,10,1487466,,Platinum
CUST-355,Gould-Christian,Financial Services,EMEA,United Kingdom,North Ralphtown,2023-09-17,Gina Moore,active,brenda23@sanders.net,285.760.5755x0477,10,904837,Resource culture through stand again whose lawyer.,Silver
CUST-356,"Gray, Martin and Robinson",Retail,APAC,Singapore,Pattersonmouth,2022-08-26,Angie Henderson,active,steven21@ruiz.com,266-885-1192x4236,500,46373910,Sell total option report let treat member.,Gold
CUST-357,Jordan PLC,Education,EMEA,Sweden,East Jennifertown,2022-10-10,Noah Rhodes,active,codymaldonado@brown.net,907.327.5903x1465,10,2401877,Statement fine push receive responsibility.,Gold
CUST-358,Miller Inc,Media & Entertainment,EMEA,Sweden,Annaland,2023-07-10,Abigail Shaffer,active,dchan@walls-jefferson.net,547-836-2039x064,100,10937722,,Gold
CUST-359,Garcia Inc,Energy,NA,Canada,Garciaview,2022-10-31,Brian Ramirez,active,uolson@parker.info,(611)241-8071,100,19003732,,Silver
CUST-360,"Davis, Roberts and Yu",Financial Services,EMEA,United Kingdom,Davischester,2022-08-29,Holly Wood,active,dturner@elliott-mccoy.com,4799722471,50,9462546,Character fall enter.,Gold
CUST-361,Moreno-Willis,Non-Profit,APAC,South Korea,New Matthew,2022-06-20,Brian Ramirez,trial,rachaelewing@bush.net,(856)921-4222x7239,50,8628401,,Bronze
CUST-362,Hess PLC,Technology,EMEA,France,South Pamelahaven,2023-07-03,Gabrielle Davis,active,maldonadocody@foster.com,+1-871-680-2923x2824,50,5861671,Animal fund staff national decade appear behind.,Silver
CUST-363,Gill-Guzman,Manufacturing,APAC,South Korea,East Tammymouth,2023-06-02,Gina Moore,churned,randallcheyenne@peters.com,783.685.0687,1000,97022837,Class situation relate focus mention.,Silver
CUST-364,"Lynn, Brown and Walker",Manufacturing,APAC,Hong Kong,Hebertfurt,2022-07-28,Lisa Hensley,churned,cynthia20@anderson.com,563-296-6122,100,24705298,,Gold
CUST-365,Bryant PLC,Education,APAC,Japan,Port Loriside,2022-11-28,Lisa Jackson,active,vdiaz@maldonado-wagner.com,(596)608-1737x3603,250,49649128,Practice property what enjoy politics maybe trade.,Silver
CUST-366,"Matthews, Arias and Lopez",Manufacturing,EMEA,Spain,Bakerside,2023-12-30,Brian Ramirez,active,bonniedavis@king.net,+1-591-444-2920,250,54442049,,Platinum
CUST-367,Wilson Inc,Energy,NA,United States,Hernandezchester,2022-09-01,Allison Hill,active,hamiltonsuzanne@gonzalez.com,228-792-2870x299,10,1694962,,Silver
CUST-368,Montoya LLC,Financial Services,EMEA,Sweden,Lake Stephanie,2022-10-12,Monica Herrera,active,mcdanielchristopher@powers-ford.com,(427)905-3671,500,111764147,Want step idea about two.,Gold
CUST-369,Marshall PLC,Transportation,NA,Mexico,North Mark,2022-10-24,Jamie Arnold,churned,jimshannon@braun-copeland.net,813.515.9845x90039,500,121647493,,Bronze
CUST-370,"Taylor, Jones and Dawson",Education,EMEA,Spain,Michelleton,2022-09-12,Michele Williams,active,cooleydanny@cunningham.info,6198258444,10,1067756,,Platinum
CUST-371,Sloan-Cook,Transportation,APAC,Hong Kong,Whiteside,2023-04-21,Jamie Arnold,active,gregory82@tyler-ramirez.net,744.759.1734x452,100,23790368,Leave onto material surface.,Platinum
CUST-372,Sanchez-Strickland,Non-Profit,EMEA,Germany,Boonebury,2023-06-23,Allison Hill,active,kelly48@wolfe.com,672-409-4047x209,50,5510520,,Bronze
CUST-373,Perry Group,Energy,APAC,India,Johnview,2024-01-03,Carla Gray,active,jaycastro@brown.com,923.810.4212x416,50,10874858,How treatment in catch simple.,Silver
CUST-374,Butler-Acosta,Healthcare,EMEA,Netherlands,Maryhaven,2022-10-23,Connie Lawrence,active,william79@hoffman.com,+1-737-287-3690x47192,10,2470045,,Gold
CUST-375,Freeman-Martin,Retail,APAC,Hong Kong,North Julieport,2023-05-10,Jamie Arnold,active,baileydenise@mack.com,860-341-5405x61770,10,1978399,Start economy hand call role institution page.,Bronze
CUST-376,"Kelly, Wall and Mitchell",Non-Profit,NA,United States,Michaelport,2022-07-20,Michele Williams,active,joshuadixon@harrington-williams.biz,759-334-4681x04197,50,5413876,,Bronze
CUST-377,Sims-Smith,Real Estate,NA,Mexico,East Paige,2023-06-20,Gina Moore,active,jennifer10@logan.com,740.705.1749x671,250,44567358,Across we sell maintain interesting.,Silver
CUST-378,Sanders-Whitney,Retail,NA,United States,Lake Kimberlyview,2023-03-29,Connie Lawrence,active,qdavis@douglas.com,001-492-985-6415x42147,1000,92614068,,Platinum
CUST-379,"Garcia, Crawford and Foster",Healthcare,NA,United States,Michellefort,2023-12-13,Brian Ramirez,trial,hramirez@russell-wright.net,940-757-2786,50,12374846,,Silver
CUST-380,Davidson-Smith,Media & Entertainment,NA,Mexico,Cartermouth,2022-11-16,Abigail Shaffer,active,oliverkevin@ford.com,8756896323,10,972138,,Silver
CUST-381,Adams-Hubbard,Retail,NA,Mexico,Frankshire,2023-12-06,Lisa Hensley,active,jrobinson@weeks.com,+1-919-395-1915x161,50,4815285,,Platinum
CUST-382,Davis Inc,Media & Entertainment,APAC,Japan,Phamberg,2022-07-26,Carla Gray,active,zunigadawn@walker.com,(868)633-3163,10,2200625,,Platinum
CUST-383,Hurst Group,Healthcare,NA,United States,Davisstad,2022-11-22,Lisa Hensley,active,gilbertandrea@walker.org,+1-856-988-0358x71800,50,4981825,,Silver
CUST-384,Campos LLC,Media & Entertainment,APAC,Singapore,West Jessica,2022-09-02,Jamie Arnold,active,christian14@guerrero-hoffman.com,3966445755,10,2305337,Fall good agreement TV season.,Gold
CUST-385,"Walker, Black and Peterson",Retail,NA,Canada,New Lisa,2023-09-20,Daniel Wagner,active,brandon41@graves.info,475-668-5905x26827,100,10569221,Network difference practice plant pretty gun.,Bronze
CUST-386,Lyons and Sons,Energy,NA,Mexico,Melindahaven,2023-07-29,Lisa Hensley,trial,mgarcia@hull-daniels.com,619.569.2024x9648,10,903672,,Silver
CUST-387,Roberts PLC,Manufacturing,NA,Mexico,North Matthewbury,2023-09-30,Noah Rhodes,active,bprice@ortiz-house.net,240.784.9420x215,50,4671117,,Gold
CUST-388,"Lee, Brown and Figueroa",Real Estate,APAC,South Korea,Ebonytown,2022-10-29,Abigail Shaffer,active,stephaniebryant@lopez-lee.org,(562)431-5364x3224,10,2473425,,Gold
CUST-389,Santos-Brown,Media & Entertainment,NA,Canada,Kimberlyton,2022-08-20,Cristian Santos,trial,nunezcourtney@moreno.biz,+1-835-314-6112,10,2198358,,Bronze
CUST-390,Palmer and Sons,Transportation,NA,Mexico,Brownfurt,2022-08-08,Gabrielle Davis,active,lmccarthy@lloyd.com,+1-678-303-3547x33721,50,6772077,,Platinum
CUST-391,"Hicks, Marks and Gregory",Healthcare,APAC,Australia,Lake Tyler,2023-11-18,Lisa Jackson,churned,burnsmichael@harding-norton.com,339.536.2500x11260,50,5259697,,Gold
CUST-392,Nunez LLC,Healthcare,APAC,Australia,Chadborough,2022-09-17,Jamie Arnold,active,shunter@moore.biz,225-680-0511x21387,250,56867698,,Silver
CUST-393,Johnson-Sandoval,Real Estate,NA,Mexico,New Tom,2023-10-11,Cristian Santos,active,brett97@gardner-patel.com,+1-843-917-1638,10,1268204,,Gold
CUST-394,Brown-Holden,Education,EMEA,Netherlands,Castillofurt,2022-07-10,Brian Ramirez,active,harrywood@wong.com,+1-579-600-8087x7689,100,8837946,,Silver
CUST-395,Castillo-Ward,Retail,APAC,Australia,Coreytown,2023-05-12,Daniel Wagner,suspended,alexanderhaney@sims-malone.org,(445)306-4908x156,50,11164195,,Bronze
CUST-396,Bradshaw LLC,Education,NA,Canada,New Barbara,2023-08-28,Angie Henderson,churned,yangjustin@kim.biz,720.842.3721,50,7542568,Case agree stop know box ok agreement.,Platinum
CUST-397,"Wood, Pope and Armstrong",Education,NA,Canada,Murphychester,2023-10-10,Connie Lawrence,churned,william64@hurley.com,474.286.2901,250,41898962,Difficult ready business pick finish life.,Platinum
CUST-398,Pearson LLC,Transportation,EMEA,Netherlands,Port Christopherport,2022-10-17,Abigail Shaffer,churned,jesus30@arnold-knight.org,(823)296-0163x1742,500,42460593,,Silver
CUST-399,"Quinn, Patton and Morales",Technology,NA,United States,Port Richard,2023-02-11,Gabrielle Davis,active,thomasgreer@adkins-zuniga.org,8646185992,500,99893885,,Gold
CUST-400,Thomas LLC,Manufacturing,NA,Canada,Kendramouth,2022-10-05,Connie Lawrence,active,ygutierrez@stokes.com,461-635-3276x83662,50,9049370,,Gold
CUST-401,Price PLC,Retail,NA,Mexico,North Danielle,2023-05-25,Ryan Munoz,active,matthew14@smith.org,001-988-515-5731x679,250,49276147,All grow table eat increase key benefit.,Bronze
CUST-402,"Smith, Wolf and Spencer",Legal,NA,Mexico,Keithport,2023-01-06,Michele Williams,trial,thill@palmer.info,369-239-7010,10,1151442,,Bronze
CUST-403,Lara-Newton,Financial Services,APAC,Hong Kong,Wrightfurt,2022-06-10,Allison Hill,active,richard42@deleon-mcdowell.biz,845-672-9047x599,100,18219413,Our five according theory control difference.,Bronze
CUST-404,Swanson and Sons,Media & Entertainment,EMEA,France,Cannonborough,2023-03-09,Abigail Shaffer,active,donaldgraham@rich.org,241.522.8164,500,79014831,,Platinum
CUST-405,Mcdonald-Adkins,Technology,EMEA,Sweden,Fraziertown,2023-07-12,Jamie Arnold,active,ojenkins@foster.com,001-741-277-8308x92431,100,19260042,,Bronze
CUST-406,"Martin, Kelley and Jennings",Real Estate,EMEA,France,Johnport,2023-04-02,Monica Herrera,churned,aaronsilva@patterson-vega.org,585.755.5748,10,2480213,,Bronze
CUST-407,Drake-Ingram,Transportation,NA,Mexico,East James,2023-04-02,Carla Gray,active,mmartinez@jarvis.info,+1-698-313-6156x65543,250,58236699,,Silver
CUST-408,Brown-Terry,Retail,NA,United States,South Staceyberg,2022-06-27,Lisa Hensley,churned,hrosario@simpson.info,001-399-501-5241x0442,50,7557808,,Bronze
CUST-409,"Becker, Tucker and Oliver",Non-Profit,EMEA,Spain,New Davidstad,2022-12-12,Brian Ramirez,active,costasarah@reeves.com,870-763-2673x38263,10,1708879,,Gold
CUST-410,Austin-Jackson,Legal,EMEA,Spain,Nathanport,2023-04-04,Daniel Wagner,suspended,christopher13@meyer.org,001-870-797-2494x626,500,55396547,,Bronze
CUST-411,Baker Ltd,Financial Services,EMEA,Italy,South Amanda,2023-12-25,Angie Henderson,churned,hdavies@perez-morrison.com,771-862-3018x17066,1000,232930496,First hospital source.,Silver
CUST-412,"Saunders, Ross and Moon",Education,NA,Canada,Brianaside,2023-08-05,Dylan Miller,churned,heather68@curtis.com,505-851-3329x33733,50,8977350,,Gold
CUST-413,"Byrd, Davidson and Robinson",Manufacturing,NA,Mexico,South Melissabury,2022-08-12,Lisa Hensley,active,vanessahall@pruitt-davis.biz,001-924-717-8718x5405,100,22747461,,Bronze
CUST-414,"Miller, Martinez and Schwartz",Education,NA,United States,Levychester,2022-10-19,Dylan Miller,trial,pbauer@williamson.com,971-717-7042x23268,50,8839930,Occur almost story ready.,Bronze
CUST-415,Lucas-Savage,Legal,APAC,Japan,West Andrea,2022-08-22,Noah Rhodes,active,zmclaughlin@williams-white.com,+1-223-366-2697,5000,666401960,Total fly military population building beyond oil office.,Bronze
CUST-416,"Ramsey, Price and Pearson",Real Estate,NA,United States,New Amandaland,2024-01-12,Cristian Santos,churned,joycewilliam@washington.com,545.710.5342x841,250,53139479,,Gold
CUST-417,Ortiz Ltd,Media & Entertainment,EMEA,Netherlands,South Melanie,2023-08-14,Jamie Arnold,trial,jacksonscott@parker-conway.com,+1-299-271-3083,10,1707430,,Bronze
CUST-418,Moody-Moore,Technology,APAC,South Korea,Jenniferfort,2022-12-13,Jamie Arnold,active,sanderskaren@stuart.org,+1-477-250-2013,100,12229993,,Bronze
CUST-419,Zuniga-Smith,Technology,NA,Mexico,Kathleenshire,2023-04-10,Holly Wood,active,ngarrett@davis.com,433.347.5215x5006,50,6472036,,Bronze
CUST-420,Adams-Krueger,Real Estate,NA,Mexico,Port Tammyburgh,2022-10-16,Lisa Hensley,active,daviselizabeth@dennis-cameron.com,(250)332-6536,50,5601621,Bank store never side enjoy.,Platinum
CUST-421,Hamilton-Carter,Energy,NA,United States,Port Thomas,2023-01-03,Noah Rhodes,churned,conleyjason@jones.com,488.564.9162,100,10093753,,Bronze
CUST-422,Smith-Herring,Energy,EMEA,Sweden,Frankbury,2023-11-30,Allison Hill,active,kristiarnold@booth-holmes.com,(248)278-7069x21817,5000,962674428,Computer east like wife above.,Bronze
CUST-423,"Price, Holmes and Gomez",Retail,NA,Canada,East Bryan,2023-06-25,Allison Hill,active,whitelindsey@banks.com,733.228.9665x0426,50,5301580,,Bronze
CUST-424,Little-Gibson,Energy,EMEA,Italy,North Kellyberg,2023-11-15,Daniel Wagner,active,jeremiahwoods@carey.com,564-541-4198x208,250,37800094,,Bronze
CUST-425,Chavez-Burns,Real Estate,EMEA,France,Timothyland,2022-09-25,Gabrielle Davis,churned,hendersoncody@meyers-gutierrez.com,+1-721-924-1362x5170,10,1139573,,Bronze
CUST-426,"Smith, Giles and Cameron",Technology,APAC,Singapore,South Brian,2023-07-25,Brian Ramirez,active,lopezdawn@hernandez-daniels.biz,+1-541-442-1173x70552,100,23476062,,Bronze
CUST-427,"Colon, Melendez and Robinson",Energy,NA,Mexico,Lauraview,2022-08-31,Angie Henderson,trial,pbrewer@davis.com,883.910.0358,100,10535456,,Silver
CUST-428,Stewart-Boyle,Legal,NA,Mexico,Lake Michaelberg,2022-09-12,Ryan Munoz,trial,serickson@cabrera-brown.com,001-355-913-3580,10,2480732,By approach simple.,Silver
CUST-429,"Cortez, Walter and Price",Education,NA,United States,Lake Kennethmouth,2022-07-11,Daniel Wagner,trial,michael85@jones.net,899-666-6735x340,250,33290052,Manage take coach surface.,Bronze
CUST-430,Phillips-Flores,Legal,EMEA,United Kingdom,East Vanessa,2022-06-10,Dylan Miller,trial,lbrown@powell.com,(324)701-4358,100,13587234,,Silver
CUST-431,Hayes-Williams,Education,NA,Mexico,Matthewtown,2022-09-04,Dylan Miller,active,jennifer44@clayton.com,(657)474-7975,10,1481321,Ask TV responsibility these.,Bronze
CUST-432,Salas-Greene,Technology,NA,Canada,North Rickeyberg,2023-08-06,Noah Rhodes,active,sandra55@jackson.com,702.483.0667,10,1983488,,Silver
CUST-433,"Murray, Miller and King",Real Estate,APAC,Australia,North Lindaside,2023-08-01,Connie Lawrence,trial,qayala@bradford-rodriguez.com,821.359.3545x022,250,48831708,,Gold
CUST-434,"Webb, Bowman and Taylor",Non-Profit,EMEA,Spain,Jenningsview,2022-06-30,Brian Ramirez,trial,caitlin76@page.com,001-802-826-3819x4055,1000,102211406,Set result poor production hit glass.,Silver
CUST-435,Ruiz-Acosta,Education,NA,United States,Villanuevaport,2022-08-04,Holly Wood,active,annaperry@lopez.com,443-810-1162,10,2276164,,Platinum
CUST-436,Glover-Alvarado,Legal,EMEA,Spain,Maryville,2023-01-16,Carla Gray,trial,carterluke@hawkins.net,001-705-345-8877x83938,500,84123472,Box again outside hundred rest.,Gold
CUST-437,Pham-Reyes,Legal,EMEA,Germany,Stephenshaven,2023-10-07,Derek Zuniga,active,kimberlymoreno@lopez.com,9197224024,100,10527125,,Gold
CUST-438,"Becker, Carter and Hendricks",Real Estate,EMEA,United Kingdom,Bradleyport,2022-11-08,Angie Henderson,active,rclark@shah-gonzalez.com,624-382-5050,500,113900328,,Bronze
CUST-439,Williams Inc,Manufacturing,NA,Canada,Englishberg,2023-03-12,Gina Moore,active,dmay@lee.com,753-204-6482,100,14436839,List cold cost.,Silver
CUST-440,Sharp LLC,Technology,NA,Mexico,Nicoleshire,2023-09-02,Brian Ramirez,active,beckamy@thompson-carpenter.biz,001-330-857-0885x6966,50,5009008,,Silver
CUST-441,"Taylor, Vega and Miller",Transportation,NA,Canada,Josephtown,2023-07-28,Carla Gray,active,palmermadison@bell.com,+1-811-248-9182x44176,10,954522,,Silver
CUST-442,Martinez Ltd,Legal,EMEA,Spain,South Mark,2023-12-28,Noah Rhodes,active,ellisdonna@nelson.biz,001-556-259-8255x28266,50,6897260,,Silver
CUST-443,Dean-Pierce,Energy,APAC,Singapore,East Kathleen,2023-12-26,Dylan Miller,churned,wroy@ruiz-vargas.info,001-515-668-3253,50,9585921,Stand run include billion.,Gold
CUST-444,"Miller, Jarvis and Crawford",Legal,EMEA,Germany,East Tracy,2022-06-03,Holly Wood,active,jeffreyjimenez@cruz-parker.biz,379-794-5235,1000,129637205,,Bronze
CUST-445,Murray-Carter,Non-Profit,NA,United States,Leroyton,2023-10-18,Gabrielle Davis,active,josephmurphy@cochran.info,546.331.4323x345,250,37391457,,Gold
CUST-446,Allen PLC,Manufacturing,NA,Canada,New Jessicamouth,2023-01-07,Michele Williams,active,ymitchell@taylor-jones.info,+1-444-308-7426x454,250,24580044,Without team never finally under appear side.,Gold
CUST-447,Logan-Foster,Real Estate,EMEA,Italy,New Ryan,2022-10-05,Holly Wood,churned,hoodnancy@moses-smith.net,(608)374-3320x106,50,9009187,Drug true break true end.,Gold
CUST-448,"Mcgrath, Jones and Gonzalez",Media & Entertainment,NA,Mexico,Danielsside,2022-07-20,Holly Wood,active,mclaughlinrachel@simpson-fox.biz,668-872-7302x22916,250,40524608,,Bronze
CUST-449,Barrett-Bennett,Financial Services,APAC,Hong Kong,Solisfort,2024-01-14,Carla Gray,active,ernest63@walker-foley.com,+1-656-575-1729x3804,10,1917787,,Silver
